,airline_sentiment,text,processed_text,label,label_doc2vec
7362,negative,@JetBlue thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back,jetblue thanks for the update preciate it hope it get here be delay day get back,-1,0
5964,positive,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!",southwestair again please accept my apology for my lame childish tweet you didnt deserve that amp i remain a loyal sw customer,1,2
327,neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,virginamerica help i be on flight from jkf tonight seat c leave portfolio need it back,0,1
9222,positive,"@USAirways no worries, your flight attendant took care of it.",usairways no worry your flight attendant take care of it,1,2
4416,negative,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,southwestair do you know that your lose baggage portal doesnt work on mobile it a,-1,0
14274,negative,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,americanair i cant keep dial you guy all day can i get into the callback queue,-1,0
885,positive,Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,yes thanks so much united whitterbug we see you speak with our reservation team and theyve reinstate the flight thanks ey,1,2
3625,positive,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",united yes lhrt lounge be fantastic if only the u one could be remotely similar,1,2
14175,negative,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,americanair understand the weather but would be nice to hear an apology on the phone when you move my flight to an inconvenient day,-1,0
8421,neutral,@JetBlue how can we get help with a hotel we booked with you and are having issues with.,jetblue how can we get help with a hotel we book with you and be have issue with,0,1
12082,negative,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,americanair i cancel flighted my flight i really don t need this much trouble,-1,0
532,neutral,@united and what am I suppose to do with that number?,united and what be i suppose to do with that number,0,1
13637,negative,@AmericanAir my bag is still in Miami and cannot be located?! How do you loose a bag like that? With a tag and everything?? (2),americanair my bag be still in miami and can not be locate how do you loose a bag like that with a tag and everything,-1,0
769,negative,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",united good to know you will open the closed door for premier passenger after safety briefing on delayed flight annoy,-1,0
264,positive,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,virginamerica thanks for gate checking my baggage on your full flight dfwlax and give me early board too sweet,1,2
11431,negative,@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!,usairways big fail on not have curbside baggage in pittsburgh and you charge dollar a bag,-1,0
2739,negative,@united I didn't get a message from you. I'll resend numbers.,united i didnt get a message from you ill resend number,-1,0
10700,positive,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,usairways you can thank supervisor jeanine and her coworkers for the excellent customer service they provide,1,2
14481,positive,"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",americanair appreciate update have also appreciate our pilot effort to explain to u just now accurate authoritative comms be vital,1,2
4469,negative,@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,southwestair i call the and the rep there be pleasant but less than helpful tell me i be sol train them for consistent cx,-1,0
132,neutral,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,virginamerica have flight number from sfo to cabo san lucas arrive yet,0,1
12358,negative,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,americanair that what i hop contact them wks ago about this but they have not respond and still issue in u fund frustrate,-1,0
2307,negative,@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,united u cancel flighted my flight from iad to jax be suppose to use plane from bna but u use that plane for another destination instead,-1,0
1969,positive,@united thank you!,united thank you,1,2
13170,negative,@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email,americanair my flight through dallas be cancel flightled and i talk to reservations agent and get a new flight but have not receive an email,-1,0
8194,neutral,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG,jetblue look what i capture at uvf,0,1
5857,neutral,"“@SouthwestAir: @pancho_joe No, no, you must've heard us wrong. Sweet mixtape,though"" 4 the record,I didn't leave the 80's, the 80's left me",southwestair panchojoe no no you mustve hear u wrong sweet mixtapethough the recordi didnt leave the s the s leave me,0,1
12687,negative,@AmericanAir so disappointed with this airline never again will I book with you guys,americanair so disappointed with this airline never again will i book with you guy,-1,0
9115,positive,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,usairways know customer service thank you for start our week vacay on an amazing note thank you sarita,1,2
757,negative,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",united thanks might want to fix this line our customer care team be currently respond to most inquiry within business day,-1,0
6773,neutral,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",jetblue fly w infant for the st time can i bring a canister of powder formula for a carry on andor use my plastic formula divider,0,1
12087,negative,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",americanair check in on app since yesterday confirm upgrade amp carry on get to counter amp manager upgrade somebody else on my seat,-1,0
2409,neutral,@united already DM you my concern. Pls check.,united already dm you my concern pls check,0,1
8283,negative,@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1,jetblue now we be wait over an half hr for the package whats wrong with you guy,-1,0
11438,negative,"@USAirways that's ok, just know that I'll most likely never book with you again",usairways thats ok just know that ill most likely never book with you again,-1,0
10203,negative,"@usairways trick for getting into your hold queue?  I've been calling since Thursday and keep getting the ""call back Late Flightr"" message",usairways trick for get into your hold queue ive be call since thursday and keep get the call back late flightr message,-1,0
3437,negative,"@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus",united really hop to get some help here on my th attempt to get a resolution and lose count of transfer help please mileageplus,-1,0
13057,negative,@AmericanAir 77min still on hold to chg award travel #sorrynotsorry,americanair min still on hold to chg award travel sorrynotsorry,-1,0
5189,negative,@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home,southwestair there be no way that i be get back on a plane with your airline i will be call to get a refund a i drive hr home,-1,0
2007,negative,@united you a bish,unite you a bish,-1,0
1527,negative,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,unite we still need help hang up on twice customer service rep say there be no way to help between the gate rep and phone rep,-1,0
8578,neutral,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,jetblue pilyoc dont talk about my friend jetblue like that thefutureisweird,0,1
5328,negative,@SouthwestAir  when you take my money and do not provide a service makes for a profitable venture for your company. #IsItTheGaryKellyWay?,southwestair when you take my money and do not provide a service make for a profitable venture for your company isitthegarykellyway,-1,0
2463,negative,@united Yeah that didn't happen!,united yeah that didnt happen,-1,0
6152,negative,@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,southwestair it take age for one snapchat story to load one one i will demolish you,-1,0
13797,neutral,@AmericanAir flight number #2386,americanair flight number,0,1
10838,neutral,@USAirways oh they saw it and said nothing.,usairways oh they saw it and say nothing,0,1
4407,positive,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer,southwestair thx for your quick response and action bf will make good use of the voucher satisfy happycustomer,1,2
3152,neutral,@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,united kid leave a kindle fire hd onboard ua ordsfo today row abcdef we have the whole row amongst the of u help,0,1
4291,negative,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,united no but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employee stay in business,-1,0
4533,negative,@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,southwestair twitter cust svc rule dont say if we fell short i just tell u u do if u cant solve problem dont say anything at all,-1,0
13870,negative,@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,americanair why do i have to wait for hour to talk to someone when you change my flight,-1,0
14107,negative,@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.,americanair hr amp cncld flight late flightr ive land in phl now mins amp count on tarmac wait for gate pls do good than this,-1,0
1140,negative,"@united
You really know how to piss people off. Your Farelock option is fake!",united you really know how to piss people off your farelock option be fake,-1,0
4409,negative,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,southwestair rapid reward program sell me short lasttweetaboutthis but still disappointed,-1,0
13493,negative,@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned,americanair can i get some assistance flight cancel flightled today from phx to dfw not that im hating but my job be concern,-1,0
2520,negative,"@united 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",united flight ua get delayed hour due to a mechanical issuecould use a free drink or to make up for this inconvenience,-1,0
14269,negative,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,americanair cancel flightled cant get out for two day no explanation,-1,0
9206,negative,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",usairways be transf hold min more b agent answer and help by time i get to person fare id see be go have to get supv,-1,0
8268,negative,"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary",jetblue not to get into semantics here but by mean within the extent or period of during and it be still technically dictionary,-1,0
4289,negative,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,united btw be it true you have to remind flight staff after check in even after indicate meal prefer on your reservation,-1,0
2210,negative,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.,unite the incompetence be truly stunning at this point hour on a plane for a hour nonstop flight,-1,0
12806,negative,@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,americanair stick on the tarmac in clt because the our gate be not open hope i dont miss my connection logistics americanview,-1,0
3615,negative,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,united staralliance now do the right thing and reinstate the ticket you void unitedfail,-1,0
8899,positive,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,jetblue learn about your awesome twitter management today in my social medium market class keep up the good work sxu phdmama,1,2
2413,negative,"@united employees are the angriest, angst-iest group of people anywhere (except for Tasha at check-in at IAH.) @dad_or_alive",united employee be the angry angstiest group of people anywhere except for tasha at checkin at iah dadoralive,-1,0
11971,negative,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,americanair and they cancel flight my flight and leave me with no help to find a hotel to stay in i sleep in an airport for a night,-1,0
2176,negative,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.,united cabin pressurization issue be pretty serious flight land in washington because of it my head be pound,-1,0
4707,positive,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.,southwestair thanks for add passbook ability hopefully we can do group passbook ticket in the future somehow,1,2
10572,negative,@USAirways Sadly your words don't represent your company's actions. Talk is cheap.,usairways sadly your word dont represent your company action talk be cheap,-1,0
1816,negative,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,united hold for minute finally get someone and they retake my form of payment and confirm that my reservation be set i try to,-1,0
8461,neutral,“@JetBlue: @KyleComer_ JetBlue reLate Flightd this time? ;)” no... But why won't school be Cancelled Flighted? it's very cold out,jetblue kylecomer jetblue relate flightd this time no but why wont school be cancel flighted it very cold out,0,1
4113,positive,@united Thanks!,united thanks,1,2
11387,negative,@USAirways how does that help me when I get no response from there??? #usairwayssucks,usairways how do that help me when i get no response from there usairwayssucks,-1,0
10347,negative,"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",usairways this be garbage be try to book a reward flight and then it get cancel flight and still cant get anyone on phone unacceptable,-1,0
13368,negative,@AmericanAir record locator oaaret got email we couldn't be rebooked but got no notification flight was Cancelled Flightled,americanair record locator oaaret get email we couldnt be rebooked but get no notification flight be cancel flightled,-1,0
9741,negative,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService,usairways so farmy phone wait time be long than abcnetworks oscar coverage whatcustomerservice,-1,0
13496,negative,@AmericanAir wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass,americanair wasnt just a delay your counter wouldnt take a valid cac card a a valid id which be need for a tsa precheck on pas,-1,0
2495,negative,@united what incentive do I have to give you another chance?,united what incentive do i have to give you another chance,-1,0
10098,negative,@USAirways 3rd connecting flight delayed but still cannot make it &amp; still unable to speak to a real person,usairways rd connect flight delayed but still can not make it amp still unable to speak to a real person,-1,0
6579,positive,@SouthwestAir thanks I think we've got it figured out,southwestair thanks i think weve get it figure out,1,2
3869,negative,@united Filled out at the airport as part of a long day made longer.,unite fill out at the airport a part of a long day make long,-1,0
4642,neutral,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,southwestair northern california coast,0,1
7492,negative,@JetBlue also not have food available even for purchase is quite shocking since this is a 5 hour international flight.,jetblue also not have food available even for purchase be quite shocking since this be a hour international flight,-1,0
10657,negative,"@USAirways It says to call. Before connecting, get song, dance about weather. Weather bad 3 days? Called for 2 days before. #wasteoftime",usairways it say to call before connect get song dance about weather weather bad day call for day before wasteoftime,-1,0
7462,negative,@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs,jetblue i wait hr for my bag and my flight be only hrs,-1,0
11371,neutral,@USAirways Looking forward to some friends and family time in Arizona.,usairways look forward to some friend and family time in arizona,0,1
2116,negative,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,united it would be great to get a callback from the agent that disconnect me try to put me on hold after wait to connectfor min,-1,0
3254,negative,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother,unite now sit on the tarmac for a half hour after land because your jetway be broken daysofunitedfailures thingafteranother,-1,0
10066,negative,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,usairways there be no extreme weather in miami pick up the phone hire more people,-1,0
11334,negative,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,usairways annettenaif we appreciate the shoutout for roberto dm confirmation code so we can forward ur kind word confirmation code,-1,0
13350,negative,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?,americanair be try to speak to agent for hr about my cancelled flightled flight but rep always busy how do i get ahold of you,-1,0
9240,positive,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,usairways americanair can you bring guinea pig in small pet carrier onboard your flight,1,2
5357,negative,"@SouthwestAir Seriously, is the reason for all the Cancelled Flightled flights and long phone wait times that you guys are tremendously understaffed?",southwestair seriously be the reason for all the cancel flightled flight and long phone wait time that you guy be tremendously understaffed,-1,0
6837,neutral,@JetBlue hi friend! Question for you when you have a moment.,jetblue hi friend question for you when you have a moment,0,1
10532,positive,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,usairways your team member at dca tamara r be her name be awesome you should have more employee like her,1,2
11544,positive,@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,usairways you all work hard at make sure thing flow smoothly keep positive,1,2
8298,positive,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my “only” airline for all my biz travel since I moved from BOS. :(",jetblue wish you would make austin tx a hub miss you a my only airline for all my biz travel since i move from bos,1,2
2163,negative,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",united when i read it say in some case can you please define this for me when for example would it not be the case,-1,0
5913,negative,@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,southwestair no one have answersno one can help there be always a different story to why my and my fiancee cant be help,-1,0
8757,negative,@JetBlue dispatcher keeps yelling and hung up on me!,jetblue dispatcher keep yelling and hang up on me,-1,0
7977,neutral,@JetBlue imma need the hook up tho,jetblue imma need the hook up tho,0,1
12182,negative,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.,americanair i understand but why be this the only flight of the day not go out twice im now out of extra med and diaper for baby,-1,0
1760,negative,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight,united my last call your customer service agent call me back a he be stick on hold to air canada just hope he book me a flight,-1,0
2219,neutral,@united any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.,united any plan of restate nonstop service between iad and south florida we miss our flight to fll,0,1
5840,neutral,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?,southwestair youre go to compensate u for the two plane change in atlanta right,0,1
8173,neutral,@JetBlue thanks for the help,jetblue thanks for the help,0,1
3220,negative,@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.,united cancel flighted my mileage plus award reservation gc same day have yet to see my mile back despite agent confirmation,-1,0
3658,positive,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",united i will admit youve be rather good to me over the year youve still get me hook for now peace,1,2
9812,negative,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,usairways hour and count what kind of travel voucher do i get for this,-1,0
6703,negative,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,southwestair kudos to the rsw c crew for rerouting pax to alleviate over sale due to down graded eqp now,-1,0
1485,negative,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,united where be my fucking bag where the fuck be my fucking bag tell me now or give me a number to call a human sanm,-1,0
3332,positive,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC,united my home for the next hr gfc,1,2
13447,negative,@AmericanAir I put a call back in at 1AM and still nothing at 8AM. You think you might get back to me?,americanair i put a call back in at be and still nothing at be you think you might get back to me,-1,0
11169,neutral,"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl",usairways i have a party of book for a flight in aug at be how can i find out how much it would cost to change to an early fl,0,1
8311,negative,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,jetblue flight ha one employee say they be reassign another say they just leave i just want some warm weather,-1,0
11816,neutral,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,usairways will my know traveler no transfer over from americanair when i check in at t a an aa elite i can get choice seat,0,1
5696,positive,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,southwestair hi just want to see if you have any new route plan this year for newark love fly you guy and hope to do so more,1,2
10527,negative,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,usairways i call twice the recording say that it have be deliver to my apt but it be not here,-1,0
12101,negative,@AmericanAir I need a flight out tonight. Isn't there anything else?,americanair i need a flight out tonight isnt there anything else,-1,0
796,negative,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,united yo yo yo stuck on the tarmac for over hour at flyohare go to miss my ride at flypdx help please helpimstuck united,-1,0
9798,negative,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,usairways phlairport how can a plane schedule to come in on time and actually happen then you bozos dont have any room u incompetent,-1,0
6367,positive,"@SouthwestAir neveind, it's been found and on its way. Thanks for making the process so painless",southwestair neveind it be find and on it way thanks for make the process so painless,1,2
3921,neutral,"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",united speaking of my flight skateboard be allow a carry on bagage right no extra payment need,0,1
14622,negative,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,i just need a place to sleep when i land without accommodation in pls americanair,-1,0
5,negative,"@VirginAmerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying VA",virginamerica seriously would pay a flight for seat that didnt have this play it really the only bad thing about fly va,-1,0
2590,negative,@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help,united brother luggage be lose on copa airline flight he compete sunday for the panamerican cross country cup please help,-1,0
1173,negative,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,united i guess but what be the excuse for understaffed costumer service people have to deal with lot of angry passenger weather too,-1,0
9903,neutral,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor,usairways glad people can put their coat in the storage area though it would be super unfortunate to leave those on the floor,0,1
10827,negative,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!,usairways i have be in contact with people and still no answer you keep send me to expedia and they keep send me to you,-1,0
7497,negative,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp; expect the unexpected,jetblue something to think about when you be deal with people just wrong no excuses figure it out amp expect the unexpected,-1,0
9694,negative,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,usairways you be absolutely terrible at manage these delay be delay and undelayed and delayed time now be office hour,-1,0
4528,negative,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,southwestair your welcome it be the thought of nearly the entire plane,-1,0
84,negative,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,virginamerica it be a disappointing experience which will be share with every business traveler i meet neverflyvirgin,-1,0
13638,negative,"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)",americanair so i be visit sju and be return to paris and they check my bag at the gate in sju i arrive in paris and nothing,-1,0
12361,neutral,@AmericanAir flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?,americanair flight ba depart tomorrow wednesday not cancel flightled but how can anyone make it to the airport in this weather,0,1
10170,negative,@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.,usairways flight leave cvg gate agent have no computer and counted passenger on paper i feel safe,-1,0
4355,neutral,@SouthwestAir Just DMed you my confirmation number.,southwestair just dmed you my confirmation number,0,1
13167,negative,@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB,americanair why would you sell seat for a hour flight with half of the legroom occupy by an escape raft,-1,0
13250,negative,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face,americanair unite well have time and they arent do a damn thing im the guy in the winter hat and frowny face,-1,0
5701,negative,@SouthwestAir have been doing that for hours already,southwestair have be do that for hour already,-1,0
5664,positive,@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺,southwestair that guy be the flight attendant on my last flight he be hilarious,1,2
6550,neutral,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo,southwestair employee spread a bit of mardigras cheer at this morning in atlanta nftyconvention,0,1
7318,negative,"@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality",jetblue julesdameron consider accessibility be an absolute must equality,-1,0
14155,negative,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.,americanair all flight cancel flight tomorrow and that mean im strand at the airport for the night wow,-1,0
13623,negative,@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the,americanair hey i get a call say our flight be reschedule but i cant get through to anyone to see if youre provide a hotel for the,-1,0
11515,negative,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",usairways nd time this occur in week im not patient i have no choice antitrust issue,-1,0
9195,negative,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",usairways disgust with your poor customer service u wrongfully remove gt mile from my dividend mile and no live person,-1,0
4794,positive,@SouthwestAir you're my early frontrunner for best airline! #oscars2016,southwestair youre my early frontrunner for best airline oscar,1,2
7199,neutral,@JetBlue I believe you have to follow me so I can send you a message,jetblue i believe you have to follow me so i can send you a message,0,1
9263,negative,@USAirways very embarrassing.,usairways very embarrass,-1,0
9340,positive,@USAirways 4 great flights with no delays! Thank you!,usairways great flight with no delay thank you,1,2
9485,neutral,"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",usairways great operation you guy be run more mechanical issue and now tap piece of plane together lol,0,1
3500,negative,"@united worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting",united worry the cold weather or snow would delay u this morning but no it be the pilot stillwaiting,-1,0
11449,negative,"@USAirways do families no longer get early boarding with young kids?  American, your new parent, gives it to us...",usairways do family no longer get early boarding with young kid american your new parent give it to u,-1,0
1750,negative,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.,unite you be do so well until the phlsfo flight yesterday major miss unfriendly premier cabin crew baggage cluster at sfo,-1,0
3046,negative,"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",united gate be definitely not full we be park and wheel be chock customer service call it an unmet arrival,-1,0
6231,positive,@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,southwestair great job celebrate mardigras you own the industry another reason im nut for you,1,2
13106,negative,@AmericanAir I paid seat upgrade b4 the severe weather.  Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!,americanair i pay seat upgrade b the severe weather get book on another flight but do not get upgrade be call to inquire help,-1,0
5491,positive,"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer",southwestair not frustrate just an idea great crew thanks happycustomer,1,2
6591,negative,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well,southwestair good thing we notice because she have rerouted total passenger on an impossible triple connection a well,-1,0
11867,negative,@USAirways can't even get on hold to wait to speak to someone-awesome,usairways cant even get on hold to wait to speak to someoneawesome,-1,0
4695,positive,@SouthwestAir nice touch on the passbook integration!,southwestair nice touch on the passbook integration,1,2
8641,neutral,@JetBlue I’m getting an “it depends” vibe. Fair enough!,jetblue i m get an it depend vibe fair enough,0,1
9933,negative,@USAirways how do you lose a pilot????,usairways how do you lose a pilot,-1,0
13455,negative,.@AmericanAir @C2Next Would be great to get some help too! I've been trying since last night to get through.,americanair cnext would be great to get some help too ive be try since last night to get through,-1,0
5873,positive,@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,southwestair me amp sammijons be best friend because of imaginedragons any chance we could get ticket to destinationdragons,1,2
13954,negative,@AmericanAir not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen,americanair not in any way that i be happy with or find acceptable if i could speak to a human maybe that would happen,-1,0
4566,positive,@SouthwestAir It's all good. Thanks!,southwestair it all good thanks,1,2
7913,positive,@JetBlue of course !!!!,jetblue of course,1,2
11844,negative,@USAirways No kidding. Oy.,usairways no kidding oy,-1,0
10225,negative,@USAirways I just got hanged up on trying to get to an agent. Can you help?,usairways i just get hang up on try to get to an agent can you help,-1,0
